"","country","lat","lng","confirmed","deaths","iso3c","land_area","pop_density","pop_largest_city","gdp_capita_2018","life_expectancy","pop_0_14_2018","pop_15_64_2018","pop_65_over_2018","pop_2018","iso2c","region","incomeID","income","confirmed_per_100k","deaths_per_100k","mortality_rate"
"973","China",41.2956,122.6085,145,0,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0104112067665664,0,0
"974","China",41.2956,122.6085,145,3,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0104112067665664,0.00021540427792896,2.06896551724138
"975","China",41.2956,122.6085,145,7,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0104112067665664,0.000502609981834239,4.82758620689655
"976","China",41.2956,122.6085,145,7,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0104112067665664,0.000502609981834239,4.82758620689655
"977","China",41.2956,122.6085,145,0,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0104112067665664,0,0
"978","China",41.2956,122.6085,145,3,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0104112067665664,0.00021540427792896,2.06896551724138
"979","China",41.2956,122.6085,145,3,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0104112067665664,0.00021540427792896,2.06896551724138
"980","China",41.2956,122.6085,145,0,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0104112067665664,0,0
"981","China",41.2956,122.6085,145,3,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0104112067665664,0.00021540427792896,2.06896551724138
"982","China",41.2956,122.6085,145,2,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0104112067665664,0.00014360285195264,1.37931034482759
"983","China",41.2956,122.6085,145,1,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0104112067665664,7.18014259763199e-05,0.689655172413793
"984","China",22.1667,113.55,45,6,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0032310641689344,0.000430808555857919,13.3333333333333
"985","China",22.1667,113.55,45,8,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0032310641689344,0.000574411407810559,17.7777777777778
"986","China",22.1667,113.55,45,6,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0032310641689344,0.000430808555857919,13.3333333333333
"987","China",22.1667,113.55,45,1,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0032310641689344,7.18014259763199e-05,2.22222222222222
"988","China",22.1667,113.55,45,2,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0032310641689344,0.00014360285195264,4.44444444444444
"989","China",22.1667,113.55,45,8,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0032310641689344,0.000574411407810559,17.7777777777778
"990","China",22.1667,113.55,45,2,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0032310641689344,0.00014360285195264,4.44444444444444
"991","China",22.1667,113.55,45,2,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0032310641689344,0.00014360285195264,4.44444444444444
"992","China",22.1667,113.55,45,6,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0032310641689344,0.000430808555857919,13.3333333333333
"993","China",22.1667,113.55,45,6,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0032310641689344,0.000430808555857919,13.3333333333333
"994","China",22.1667,113.55,45,13,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0032310641689344,0.000933418537692159,28.8888888888889
"995","China",22.1667,113.55,45,22,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0032310641689344,0.00157963137147904,48.8888888888889
"996","China",22.1667,113.55,45,4,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0032310641689344,0.00028720570390528,8.88888888888889
"997","China",22.1667,113.55,45,3219,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0032310641689344,0.231128790217774,7153.33333333333
"998","China",22.1667,113.55,45,4,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0032310641689344,0.00028720570390528,8.88888888888889
"999","China",22.1667,113.55,45,1,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0032310641689344,7.18014259763199e-05,2.22222222222222
"1000","China",22.1667,113.55,45,0,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0032310641689344,0,0
"1001","China",22.1667,113.55,45,1,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0032310641689344,7.18014259763199e-05,2.22222222222222
"1002","China",22.1667,113.55,45,1,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0032310641689344,7.18014259763199e-05,2.22222222222222
"1003","China",22.1667,113.55,45,2,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0032310641689344,0.00014360285195264,4.44444444444444
"1004","China",22.1667,113.55,45,0,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0032310641689344,0,0
"1005","China",22.1667,113.55,45,0,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0032310641689344,0,0
"1006","China",22.1667,113.55,45,0,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0032310641689344,0,0
"1007","China",22.1667,113.55,45,3,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0032310641689344,0.00021540427792896,6.66666666666667
"1008","China",22.1667,113.55,45,7,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0032310641689344,0.000502609981834239,15.5555555555556
"1009","China",22.1667,113.55,45,7,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0032310641689344,0.000502609981834239,15.5555555555556
"1010","China",22.1667,113.55,45,0,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0032310641689344,0,0
"1011","China",22.1667,113.55,45,3,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0032310641689344,0.00021540427792896,6.66666666666667
"1012","China",22.1667,113.55,45,3,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0032310641689344,0.00021540427792896,6.66666666666667
"1013","China",22.1667,113.55,45,0,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0032310641689344,0,0
"1014","China",22.1667,113.55,45,3,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0032310641689344,0.00021540427792896,6.66666666666667
"1015","China",22.1667,113.55,45,2,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0032310641689344,0.00014360285195264,4.44444444444444
"1016","China",22.1667,113.55,45,1,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0032310641689344,7.18014259763199e-05,2.22222222222222
"1017","China",37.2692,106.1655,75,6,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.00538510694822399,0.000430808555857919,8
"1018","China",37.2692,106.1655,75,8,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.00538510694822399,0.000574411407810559,10.6666666666667
"1019","China",37.2692,106.1655,75,6,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.00538510694822399,0.000430808555857919,8
"1020","China",37.2692,106.1655,75,1,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.00538510694822399,7.18014259763199e-05,1.33333333333333
"1021","China",37.2692,106.1655,75,2,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.00538510694822399,0.00014360285195264,2.66666666666667
"1022","China",37.2692,106.1655,75,8,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.00538510694822399,0.000574411407810559,10.6666666666667
"1023","China",37.2692,106.1655,75,2,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.00538510694822399,0.00014360285195264,2.66666666666667
"1024","China",37.2692,106.1655,75,2,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.00538510694822399,0.00014360285195264,2.66666666666667
"1025","China",37.2692,106.1655,75,6,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.00538510694822399,0.000430808555857919,8
"1026","China",37.2692,106.1655,75,6,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.00538510694822399,0.000430808555857919,8
"1027","China",37.2692,106.1655,75,13,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.00538510694822399,0.000933418537692159,17.3333333333333
"1028","China",37.2692,106.1655,75,22,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.00538510694822399,0.00157963137147904,29.3333333333333
"1029","China",37.2692,106.1655,75,4,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.00538510694822399,0.00028720570390528,5.33333333333333
"1030","China",37.2692,106.1655,75,3219,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.00538510694822399,0.231128790217774,4292
"1031","China",37.2692,106.1655,75,4,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.00538510694822399,0.00028720570390528,5.33333333333333
"1032","China",37.2692,106.1655,75,1,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.00538510694822399,7.18014259763199e-05,1.33333333333333
"1033","China",37.2692,106.1655,75,0,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.00538510694822399,0,0
