"","country","lat","lng","confirmed","deaths","iso3c","land_area","pop_density","pop_largest_city","gdp_capita_2018","life_expectancy","pop_0_14_2018","pop_15_64_2018","pop_65_over_2018","pop_2018","iso2c","region","incomeID","income","confirmed_per_100k","deaths_per_100k","mortality_rate"
"865","China",32.9711,119.455,653,3219,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0468863311625369,0.231128790217774,492.955589586524
"866","China",32.9711,119.455,653,4,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0468863311625369,0.00028720570390528,0.612557427258806
"867","China",32.9711,119.455,653,1,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0468863311625369,7.18014259763199e-05,0.153139356814701
"868","China",32.9711,119.455,653,0,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0468863311625369,0,0
"869","China",32.9711,119.455,653,1,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0468863311625369,7.18014259763199e-05,0.153139356814701
"870","China",32.9711,119.455,653,1,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0468863311625369,7.18014259763199e-05,0.153139356814701
"871","China",32.9711,119.455,653,2,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0468863311625369,0.00014360285195264,0.306278713629403
"872","China",32.9711,119.455,653,0,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0468863311625369,0,0
"873","China",32.9711,119.455,653,0,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0468863311625369,0,0
"874","China",32.9711,119.455,653,0,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0468863311625369,0,0
"875","China",32.9711,119.455,653,3,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0468863311625369,0.00021540427792896,0.459418070444104
"876","China",32.9711,119.455,653,7,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0468863311625369,0.000502609981834239,1.07197549770291
"877","China",32.9711,119.455,653,7,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0468863311625369,0.000502609981834239,1.07197549770291
"878","China",32.9711,119.455,653,0,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0468863311625369,0,0
"879","China",32.9711,119.455,653,3,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0468863311625369,0.00021540427792896,0.459418070444104
"880","China",32.9711,119.455,653,3,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0468863311625369,0.00021540427792896,0.459418070444104
"881","China",32.9711,119.455,653,0,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0468863311625369,0,0
"882","China",32.9711,119.455,653,3,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0468863311625369,0.00021540427792896,0.459418070444104
"883","China",32.9711,119.455,653,2,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0468863311625369,0.00014360285195264,0.306278713629403
"884","China",32.9711,119.455,653,1,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0468863311625369,7.18014259763199e-05,0.153139356814701
"885","China",27.614,115.7221,937,6,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0672779361398117,0.000430808555857919,0.64034151547492
"886","China",27.614,115.7221,937,8,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0672779361398117,0.000574411407810559,0.853788687299893
"887","China",27.614,115.7221,937,6,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0672779361398117,0.000430808555857919,0.64034151547492
"888","China",27.614,115.7221,937,1,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0672779361398117,7.18014259763199e-05,0.106723585912487
"889","China",27.614,115.7221,937,2,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0672779361398117,0.00014360285195264,0.213447171824973
"890","China",27.614,115.7221,937,8,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0672779361398117,0.000574411407810559,0.853788687299893
"891","China",27.614,115.7221,937,2,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0672779361398117,0.00014360285195264,0.213447171824973
"892","China",27.614,115.7221,937,2,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0672779361398117,0.00014360285195264,0.213447171824973
"893","China",27.614,115.7221,937,6,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0672779361398117,0.000430808555857919,0.64034151547492
"894","China",27.614,115.7221,937,6,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0672779361398117,0.000430808555857919,0.64034151547492
"895","China",27.614,115.7221,937,13,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0672779361398117,0.000933418537692159,1.38740661686233
"896","China",27.614,115.7221,937,22,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0672779361398117,0.00157963137147904,2.34791889007471
"897","China",27.614,115.7221,937,4,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0672779361398117,0.00028720570390528,0.426894343649947
"898","China",27.614,115.7221,937,3219,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0672779361398117,0.231128790217774,343.543223052295
"899","China",27.614,115.7221,937,4,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0672779361398117,0.00028720570390528,0.426894343649947
"900","China",27.614,115.7221,937,1,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0672779361398117,7.18014259763199e-05,0.106723585912487
"901","China",27.614,115.7221,937,0,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0672779361398117,0,0
"902","China",27.614,115.7221,937,1,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0672779361398117,7.18014259763199e-05,0.106723585912487
"903","China",27.614,115.7221,937,1,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0672779361398117,7.18014259763199e-05,0.106723585912487
"904","China",27.614,115.7221,937,2,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0672779361398117,0.00014360285195264,0.213447171824973
"905","China",27.614,115.7221,937,0,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0672779361398117,0,0
"906","China",27.614,115.7221,937,0,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0672779361398117,0,0
"907","China",27.614,115.7221,937,0,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0672779361398117,0,0
"908","China",27.614,115.7221,937,3,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0672779361398117,0.00021540427792896,0.32017075773746
"909","China",27.614,115.7221,937,7,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0672779361398117,0.000502609981834239,0.747065101387407
"910","China",27.614,115.7221,937,7,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0672779361398117,0.000502609981834239,0.747065101387407
"911","China",27.614,115.7221,937,0,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0672779361398117,0,0
"912","China",27.614,115.7221,937,3,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0672779361398117,0.00021540427792896,0.32017075773746
"913","China",27.614,115.7221,937,3,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0672779361398117,0.00021540427792896,0.32017075773746
"914","China",27.614,115.7221,937,0,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0672779361398117,0,0
"915","China",27.614,115.7221,937,3,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0672779361398117,0.00021540427792896,0.32017075773746
"916","China",27.614,115.7221,937,2,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0672779361398117,0.00014360285195264,0.213447171824973
"917","China",27.614,115.7221,937,1,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0672779361398117,7.18014259763199e-05,0.106723585912487
"918","China",43.6661,126.1923,99,6,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.00710834117165567,0.000430808555857919,6.06060606060606
"919","China",43.6661,126.1923,99,8,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.00710834117165567,0.000574411407810559,8.08080808080808
"920","China",43.6661,126.1923,99,6,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.00710834117165567,0.000430808555857919,6.06060606060606
"921","China",43.6661,126.1923,99,1,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.00710834117165567,7.18014259763199e-05,1.01010101010101
"922","China",43.6661,126.1923,99,2,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.00710834117165567,0.00014360285195264,2.02020202020202
"923","China",43.6661,126.1923,99,8,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.00710834117165567,0.000574411407810559,8.08080808080808
"924","China",43.6661,126.1923,99,2,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.00710834117165567,0.00014360285195264,2.02020202020202
"925","China",43.6661,126.1923,99,2,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.00710834117165567,0.00014360285195264,2.02020202020202
"926","China",43.6661,126.1923,99,6,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.00710834117165567,0.000430808555857919,6.06060606060606
"927","China",43.6661,126.1923,99,6,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.00710834117165567,0.000430808555857919,6.06060606060606
"928","China",43.6661,126.1923,99,13,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.00710834117165567,0.000933418537692159,13.1313131313131
"929","China",43.6661,126.1923,99,22,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.00710834117165567,0.00157963137147904,22.2222222222222
"930","China",43.6661,126.1923,99,4,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.00710834117165567,0.00028720570390528,4.04040404040404
"931","China",43.6661,126.1923,99,3219,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.00710834117165567,0.231128790217774,3251.51515151515
"932","China",43.6661,126.1923,99,4,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.00710834117165567,0.00028720570390528,4.04040404040404
"933","China",43.6661,126.1923,99,1,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.00710834117165567,7.18014259763199e-05,1.01010101010101
"934","China",43.6661,126.1923,99,0,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.00710834117165567,0,0
"935","China",43.6661,126.1923,99,1,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.00710834117165567,7.18014259763199e-05,1.01010101010101
"936","China",43.6661,126.1923,99,1,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.00710834117165567,7.18014259763199e-05,1.01010101010101
"937","China",43.6661,126.1923,99,2,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.00710834117165567,0.00014360285195264,2.02020202020202
"938","China",43.6661,126.1923,99,0,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.00710834117165567,0,0
"939","China",43.6661,126.1923,99,0,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.00710834117165567,0,0
"940","China",43.6661,126.1923,99,0,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.00710834117165567,0,0
"941","China",43.6661,126.1923,99,3,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.00710834117165567,0.00021540427792896,3.03030303030303
"942","China",43.6661,126.1923,99,7,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.00710834117165567,0.000502609981834239,7.07070707070707
"943","China",43.6661,126.1923,99,7,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.00710834117165567,0.000502609981834239,7.07070707070707
"944","China",43.6661,126.1923,99,0,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.00710834117165567,0,0
"945","China",43.6661,126.1923,99,3,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.00710834117165567,0.00021540427792896,3.03030303030303
"946","China",43.6661,126.1923,99,3,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.00710834117165567,0.00021540427792896,3.03030303030303
"947","China",43.6661,126.1923,99,0,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.00710834117165567,0,0
"948","China",43.6661,126.1923,99,3,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.00710834117165567,0.00021540427792896,3.03030303030303
"949","China",43.6661,126.1923,99,2,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.00710834117165567,0.00014360285195264,2.02020202020202
"950","China",43.6661,126.1923,99,1,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.00710834117165567,7.18014259763199e-05,1.01010101010101
"951","China",41.2956,122.6085,145,6,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0104112067665664,0.000430808555857919,4.13793103448276
"952","China",41.2956,122.6085,145,8,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0104112067665664,0.000574411407810559,5.51724137931035
"953","China",41.2956,122.6085,145,6,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0104112067665664,0.000430808555857919,4.13793103448276
"954","China",41.2956,122.6085,145,1,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0104112067665664,7.18014259763199e-05,0.689655172413793
"955","China",41.2956,122.6085,145,2,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0104112067665664,0.00014360285195264,1.37931034482759
"956","China",41.2956,122.6085,145,8,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0104112067665664,0.000574411407810559,5.51724137931035
"957","China",41.2956,122.6085,145,2,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0104112067665664,0.00014360285195264,1.37931034482759
"958","China",41.2956,122.6085,145,2,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0104112067665664,0.00014360285195264,1.37931034482759
"959","China",41.2956,122.6085,145,6,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0104112067665664,0.000430808555857919,4.13793103448276
"960","China",41.2956,122.6085,145,6,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0104112067665664,0.000430808555857919,4.13793103448276
"961","China",41.2956,122.6085,145,13,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0104112067665664,0.000933418537692159,8.96551724137931
"962","China",41.2956,122.6085,145,22,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0104112067665664,0.00157963137147904,15.1724137931034
"963","China",41.2956,122.6085,145,4,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0104112067665664,0.00028720570390528,2.75862068965517
"964","China",41.2956,122.6085,145,3219,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0104112067665664,0.231128790217774,2220
"965","China",41.2956,122.6085,145,4,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0104112067665664,0.00028720570390528,2.75862068965517
"966","China",41.2956,122.6085,145,1,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0104112067665664,7.18014259763199e-05,0.689655172413793
"967","China",41.2956,122.6085,145,0,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0104112067665664,0,0
"968","China",41.2956,122.6085,145,1,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0104112067665664,7.18014259763199e-05,0.689655172413793
"969","China",41.2956,122.6085,145,1,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0104112067665664,7.18014259763199e-05,0.689655172413793
"970","China",41.2956,122.6085,145,2,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0104112067665664,0.00014360285195264,1.37931034482759
"971","China",41.2956,122.6085,145,0,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0104112067665664,0,0
"972","China",41.2956,122.6085,145,0,"CHN",9388210,148.348833270666,25582138,7752.5595253168,76.704,17.8770027525543,71.2021137123803,10.9208835350654,1392730000,"CN","East Asia & Pacific","UMC","Upper middle income",0.0104112067665664,0,0
