"","id","country","iso3c","admin_level_name","region","category","measure","targeted_pop_group","comments","non_compliance","date_implemented","source","source_type","link","alternative_source","alternative source","timestamp"
"926",2964,"Denmark","DNK",NA,"Europe","Public health measures","Testing policy","No","Testing policy continuously adapted; all changes tracked in the same page; previous updates January 23 and 31, February 5 and 24, March 2, 4, 5, 6, 12, 13, 15, 18 and 19","Not applicable",2020-03-25,"Danish Health Authority","Government","https://www.sst.dk/da/Udgivelser/2020/Retningslinjer-for-haandtering-af-COVID-19",2020-03-29,NA,2020-04-08 19:49:33
"927",2965,"Denmark","DNK",NA,"Europe","Public health measures","Psychological assistance and medical social work","No","General recommendations and information on how to maintain a good mental health","Not applicable",2020-03-25,"Danish Health Authority","Government","https://www.sst.dk/da/Nyheder/2020/Gode-raad-til-trivsel-og-mental-sundhed",2020-03-29,NA,2020-04-08 19:49:33
"928",2966,"Denmark","DNK",NA,"Europe","Public health measures","Strengthening the public health system","No","From today, the Danish Medicines Agency has restricted the sale of paracetamol intended for children, so that the medicine can no longer be obtained in, for example, supermarkets and other retail stores. This is done to ensure that there is enough for the children in need.","Not applicable",2020-03-24,"Danish Medicines Agency","Government","https://laegemiddelstyrelsen.dk/da/nyheder/2020/paracetamol-til-boern-kan-fremover-midlertidigt-kun-koebes-paa-apoteker/",2020-03-29,NA,2020-04-08 19:49:33
"929",2967,"Denmark","DNK",NA,"Europe","Public health measures","Strengthening the public health system","No","Agreements with private companies for the production of visors with rapid delivery periods","Not applicable",2020-03-24,"Region Hovestaden","Government","https://www.regionh.dk/presse-og-nyt/pressemeddelelser-og-nyheder/Sider/Dansk-hastelevering-af-coronavisirer-til-hovedstadens-hospitaler.aspx",2020-03-29,"https://laegemiddelstyrelsen.dk/da/nyheder/2020/covid19-og-produktion-af-vaernemidler-laegemiddelstyrelsen-og-danske-virksomheder-i-samarbejde/",2020-04-08 19:49:33
"930",2968,"Denmark","DNK",NA,"Europe","Public health measures","Strengthening the public health system","Yes","The Danish Medicines Agency is given more powers to counter supply issues. These include that companies, regions and municipalities can be required to report information on inventories of medicines and medical devices to the Danish Medicines Agency, and that medicines and equipment can be redistributed to those parts of health care where the need is greatest. .","Not applicable",2020-03-24,"Danish Medicines Agency","Government","https://laegemiddelstyrelsen.dk/da/nyheder/2020/laegemiddelstyrelsen-faar-flere-befoejelser-til-at-modvirke-forsyningsproblemer/",2020-03-29,NA,2020-04-08 19:49:33
"931",2969,"Denmark","DNK",NA,"Europe","Public health measures","Strengthening the public health system","No","Launch of campaign: There are supply problems with protective equipment such as face masks and visors and handprints in several places in the health sector. The Danish Medicines Agency is now launching the campaign ""Denmark helps Denmark"", where authorities, companies and others can report if they have equipment in surplus or ideas to get more.","Not applicable",2020-03-23,"Danish Medicines Agency","Government","https://laegemiddelstyrelsen.dk/da/nyheder/2020/ny-kampagne-for-at-undgaa-mangel-paa-vaernemidler-danmark-hjaelper-danmark/",2020-03-29,NA,2020-04-08 19:49:33
"932",2970,"Denmark","DNK",NA,"Europe","Public health measures","General recommendations","Yes","Specific behavioural recommendations to vulnerable people developed","Not applicable",2020-03-24,"Danish Health Authority","Government","https://www.sst.dk/da/Nyheder/2020/Nye-materialer-giver-raad-til-hjemloese-og-saerligt-udsatte-borgere",2020-03-29,NA,2020-04-08 19:49:33
"933",2971,"Denmark","DNK",NA,"Europe","Public health measures","testing policy","No","The specific recommendations from the National Board of Health are now: 1) Anyone with moderate to severe COVID-19 suspicion that is suspected following a clinical evaluation in a hospital COVID-19 assessment unit should be tested. 2) Maternal women who have been visited for childbirth in a maternity ward and where COVID-19 is suspected must be tested on a precautionary basis. 3) Newborn babies should be tested if they have symptoms. 4) Persons with mild to moderate symptoms who perform critical functions in the health care sector, the elderly, work with socially disadvantaged or other very important key functions in the community can be referred if the employer finds it expedient to promptly report. It is the practitioner who refers to common principles. 5) There should be a special attention and lower threshold for vulnerable groups for assessment and testing.","not applicable",2020-03-22,"Ministry of Health","Government","https://www.sum.dk/Aktuelt/Nyheder/Sundhedspolitik/2020/Marts/Ny-offensiv-teststrategi-i-Danmark.aspx",2020-03-29,NA,2020-04-08 19:49:33
"934",2972,"Denmark","DNK",NA,"Europe","Public health measures","Strengthening the public health system","No","Call by medicines agency to safe on protective equipment use, as much as possible without compromising safety","not applicable",2020-03-22,"Danish Medicines Agency","Government","https://laegemiddelstyrelsen.dk/da/nyheder/2020/risiko-for-forsyningssvigt-spar-paa-vaernemidlerne/#",2020-03-29,NA,2020-04-08 19:49:33
"935",2973,"Denmark","DNK",NA,"Europe","Social distancing","limit public gatherings","Yes","Additional measures for social distancing implemented in the Copenhagen airport; controlled through additional police deployment","not available",2020-03-22,"Danish Police","Government","https://politi.dk/koebenhavns-politi/nyhedsliste/nye-tiltag-for-at-forebygge-smittespredning-i-koebenhavns-lufthavn/2020/03/22",2020-03-29,NA,2020-04-08 19:49:33
"936",2974,"Denmark","DNK",NA,"Europe","Governance and socio-economic measures","Economic measures","No","Temporary extension of the right to sickness benefit (eligibility period from March 9th until June 9th 2020)","not applicable",2020-03-26,"Danish Agency for Labour Market and Recruitment","Government","https://star.dk/om-styrelsen/nyt/nyheder/2020/3/Midlertidig-forlaengelse-af-retten-til-sygedagpenge/",2020-03-29,"https://star.dk/om-styrelsen/nyt/nyheder/2020/3/Nyt-lovforslag-om-midlertidig-forlaengelse-af-retten-til-sygedagpenge/",2020-04-08 19:49:33
"937",2975,"Denmark","DNK",NA,"Europe","Governance and socio-economic measures","Economic measures","No","Charge of sickness insurance premium for self-employed persons is deferred","not applicable",2020-03-24,"Danish Agency for Labour Market and Recruitment","Government","https://star.dk/om-styrelsen/nyt/nyheder/2020/3/opkraevning-af-praemien-for-sygedagpengeforsikring-selvstaendige-erhvervsdrivende-udskydes/",2020-03-29,NA,2020-04-08 19:49:33
"938",2976,"Denmark","DNK",NA,"Europe","Governance and socio-economic measures","Economic measures","Yes","New opportunity for qualification rather than dismissal of employees in the service industry; a 30 upskilling course","not applicable",2020-03-22,"Danish Agency for Labour Market and Recruitment","Government","https://bm.dk/nyheder-presse/pressemeddelelser/2020/03/ny-mulighed-for-opkvalificering-frem-for-afskedigelse-af-medarbejdere-i-service-og-restaurationsbranchen-under-corona-krisen/",2020-03-29,NA,2020-04-08 19:49:33
"939",2977,"Denmark","DNK",NA,"Europe","Governance and socio-economic measures","Economic measures","No","The Government enters into agreements with KL and the Danish Regions on measures to support the Danish economy","not applicable",2020-03-26,"Danish Agency for Labour Market and Recruitment","Government","https://sim.dk/nyheder/nyhedsarkiv/2020/mar/regeringen-indgaar-aftaler-med-kl-og-danske-regioner-om-tiltag-som-skal-understoette-dansk-oekonomi/",2020-03-29,NA,2020-04-08 19:49:33
"940",3830,"Denmark","DNK",NA,"Europe","Public health measures","General recommendations","No","Recommendation to public to spread Eastern grocery shopping (shops are allowed to keep open more then regularly) and to not travel across the country during Eastern","Not applicable",2020-04-03,"Danish Police","Government","https://politi.dk/rigspolitiet/nyhedsliste/spred-dine-paaskeindkoeb/2020/04/04",2020-04-05,"https://www.trm.dk/nyheder/2020/transportminister-begraens-dine-rejser-i-paasken/",2020-04-08 19:49:33
"941",3831,"Denmark","DNK",NA,"Europe","Public health measures","Strengthening the public health system","Yes","Dentist are mandates to continue working during emergency period for patients with critical needs","Not applicable",2020-04-03,"Ministry of Health","Government","https://www.sst.dk/da/Nyheder/2020/Tandlaeger-skal-fortsat-behandle-kritiske-patienter-under-COVID-19",2020-04-05,NA,2020-04-08 19:49:33
"942",3832,"Denmark","DNK",NA,"Europe","Public health measures","General recommendations","No","Information material for ""mentally vulnerable"" distributed","Not applicable",2020-04-04,"Ministry of Health","Government","https://www.sst.dk/da/Nyheder/2020/Gode-raad-til-psykisk-saarbare",2020-04-05,NA,2020-04-08 19:49:33
"943",3833,"Denmark","DNK",NA,"Europe","Public health measures","Strengthening the public health system","No","People working in social services that are in at-risk groups should not care for persons suspected with COVID-19","Not applicable",2020-04-02,"Ministry of Health","Government","https://www.sst.dk/da/Nyheder/2020/Opdateret-retningslinje_-Hvordan-skal-medarbejdere-i-risikogrupper-haandteres",2020-04-05,NA,2020-04-08 19:49:33
"944",3834,"Denmark","DNK",NA,"Europe","Public health measures","Testing policy","No","Testing scope expanded also to certain groups of people with mild symptoms, including those working in critical jobs or those living with people together that are at-risk (e.g. elderly)","Not applicable",2020-04-01,"Ministry of Health","Government","https://www.sst.dk/da/Nyheder/2020/Flere-kan-blive-henvist-til-test-for-COVID-19",2020-04-05,NA,2020-04-08 19:49:33
"945",3835,"Denmark","DNK",NA,"Europe","Public health measures","strengthening the public health system","No","Decentralisation of tests with responsibilities for some procedures being moved from hospitals to primary care physicians","Not applicable",2020-04-01,"Ministry of Health","Government","https://www.sst.dk/da/Nyheder/2020/Praktiserende-speciallaeger-faar-nye-rolle-under-COVID-19-epidemien",2020-04-05,NA,2020-04-08 19:49:33
"946",3836,"Denmark","DNK",NA,"Europe","Governance and socio-economic measures","Economic measures","Yes","Economic package for after-schools; and change in regulations for language schools to protect their incomes","Not applicable",2020-04-01,"Ministry of Children and Education","Government","https://www.uvm.dk/aktuelt/nyheder/uvm/2020/apr/200401-Et-samlet-Folketing-er-klar-med-hjaelpepakke-til-efterskolerne",2020-04-05,"https://uim.dk/nyheder/covid-19-regeringen-giver-hjaelpende-hand-til-traengte-sprogcentre",2020-04-08 19:49:33
"947",3837,"Denmark","DNK",NA,"Europe","Governance and socio-economic measures","Economic measures","No","All tax deadlines are further delayed until 1st September 2020","Not applicable",2020-03-31,"Ministry of Taxation","Government","https://www.skm.dk/aktuelt/presse/pressemeddelelser/2020/marts/samtlige-oplysningsfrister-forlaenges-til-1-september",2020-04-05,NA,2020-04-08 19:49:33
"948",3838,"Denmark","DNK",NA,"Europe","Public health measures","Awareness campaigns","No","Reminder for the general population that other health issues remain important and that physicians should be consulted if there are any needs","Not applicable",2020-03-31,"Ministry of Health","Government","https://www.sst.dk/da/Nyheder/2020/Husk-at-gaa-til-laegen_-naar-du-har-brug-for-det",2020-04-05,NA,2020-04-08 19:49:33
"949",3839,"Denmark","DNK",NA,"Europe","Social distancing","Limit public gatherings","Yes","Further development of a previously existing app to help homeless persons find a sleeping place or shelter","Not applicable",2020-04-03,"Ministry of Social Affairs and the Interior","Government","https://sim.dk/nyheder/nyhedsarkiv/2020/apr/app-skal-guide-hjemloese-under-coronakrisen/",2020-04-05,NA,2020-04-08 19:49:33
"950",3840,"Denmark","DNK",NA,"Europe","Governance and socio-economic measures","Economic measures","No","Pool of 5 mio. DKK to compensate organizations that had to cancel events due to COVID-19","Not applicable",2020-04-02,"Ministry of Social Affairs and the Interior","Government","https://sim.dk/nyheder/nyhedsarkiv/2020/apr/politisk-flertal-kompenserer-organisationer-for-aflyste-arrangementer/",2020-04-05,NA,2020-04-08 19:49:33
"951",3841,"Denmark","DNK",NA,"Europe","Governance and socio-economic measures","Economic measures","No","Regulations around procurement flexibility of regions and municipalities extended","Not applicable",2020-04-01,"Ministry of Social Affairs and the Interior","Government","https://sim.dk/nyheder/nyhedsarkiv/2020/apr/nye-regler-om-kommuners-og-regioners-forudbetaling-mv-i-forbindelse-med-covid-19/",2020-04-05,NA,2020-04-08 19:49:33
"952",3842,"Denmark","DNK",NA,"Europe","Public health measures","Strengthening the public health system","No","Opportunity expanded to postpone vacation for the subsequent holiday year, to ensure coverage for essential services","Not applicable",2020-04-02,"The Danish Agency for Labour Market and Recruitment","Government","https://star.dk/om-styrelsen/nyt/nyheder/2020/4/midlertidig-mulighed-for-udskydelse-af-ferie-til-et-efterfoelgende-ferieaar/",2020-04-05,NA,2020-04-08 19:49:33
"953",3843,"Denmark","DNK",NA,"Europe","Governance and socio-economic measures","Economic measures","No","Charging the sickness insurance premium for private employers is postponed","Not applicable",2020-03-31,"The Danish Agency for Labour Market and Recruitment","Government","https://star.dk/om-styrelsen/nyt/nyheder/2020/3/opkraevning-praemien-sygedagpengeforsikring-private-arbejdsgivere-udskydes/",2020-04-05,NA,2020-04-08 19:49:33
"954",3844,"Denmark","DNK",NA,"Europe","Governance and socio-economic measures","Economic measures","No","State support for employee wages expands maximum limit","Not applicable",2020-03-30,"Ministry of Finances","Government","https://www.fm.dk/nyheder/pressemeddelelser/2020/03/regeringen-og-arbejdsmarkedets-parter-styrker-trepartsaftalen-om-midlertidig-loenkompensation",2020-04-05,NA,2020-04-08 19:49:33
"955",467,"Djibouti","DJI",NA,"Africa","Movement restrictions","International flights suspension","No","all commercial fflights","Not applicable",2020-03-18,"CNBCAfrica","Media",NA,2020-03-16,NA,2020-04-08 19:49:33
"956",906,"Djibouti","DJI",NA,"Africa","Public health measures","Strengthening the public health system","No","First confirmed case found 18/3/2020. Additional measures being taken by government to ensure it remains quarentined",NA,2020-03-18,"WHO","Other organisations","http://www.emro.who.int/pdf/media/news/djibouti-joins-global-action-to-prevent-covid-19-as-first-case-is-confirmed-in-the-country.pdf?ua=1",2020-03-20,NA,2020-04-08 19:49:33
"957",2515,"Dominica","DMA",NA,"Americas","Public health measures","Strengthening the public health system","No","ongoing training to provide updated and standard case definitions to all relevant stakeholders.Also, in place is the development and dissemination of reporting tools to healthcare providers during the preparation phase, including the development of a database.","Not applicable",2020-01-29,"Dominica News Online","Media","https://dominicanewsonline.com/news/homepage/health-officials-address-corona-virus-concerns-outlines-measures-to-ensure-safety/",2020-03-25,NA,2020-04-08 19:49:33
"958",2516,"Dominica","DMA",NA,"Americas","Governance and socio-economic measures","Economic measures","Yes","the government of Dominica has sent funds to students studying in Wuhan city China – ground zero for the novel Coronavirus pandemic.","Not applicable",2020-01-29,"Dominica News Online","Media","https://dominicanewsonline.com/news/homepage/news/update-with-video-govt-sends-cash-to-assist-dominican-students-in-wuhan-city-amid-deadly-virus-scare/",2020-03-25,NA,2020-04-08 19:49:33
"959",2517,"Dominica","DMA",NA,"Americas","Governance and socio-economic measures","Emergency administrative structures activated or established","Yes","CARICOM approves regional protocol to deal with COVID-19 virus","Not applicable",2020-03-03,"Dominica News Online","Media","https://dominicanewsonline.com/news/homepage/caricom-approves-regional-protocol-to-deal-covid-19-virus/",2020-03-25,NA,2020-04-08 19:49:33
"960",2518,"Dominica","DMA",NA,"Americas","Public health measures","Awareness campaigns","No","The Opposition United Workers Party (UWP) has formed a COVID-19 committee to educate the public on preventative measures in light of the coronavirus contagion.","Not applicable",2020-03-13,"Dominica News Online","Media","https://dominicanewsonline.com/news/homepage/homepage-carousel/united-workers-party-forms-committee-to-educate-public-on-covid-19/",2020-03-25,NA,2020-04-08 19:49:33
"961",2519,"Dominica","DMA",NA,"Americas","Governance and socio-economic measures","Emergency administrative structures activated or established","No","Dominica puts food security committee in place","Not applicable",2020-03-23,"Dominica News Online","Media","https://dominicanewsonline.com/news/homepage/homepage-carousel/covid-19-dominica-puts-food-security-committee-in-place/",2020-03-25,NA,2020-04-08 19:49:33
"962",2520,"Dominica","DMA",NA,"Americas","Public health measures","Strengthening the public health system","Yes","a medical brigade from Cuba consisting of 25 nurses, 5 doctors and four lab technicians will arrive this Thursday to assist with the direct management of COVID-19.","Not applicable",2020-03-26,"Dominica News Online","Media","https://dominicanewsonline.com/news/homepage/news/dominica-to-receive-medical-help-from-cuba-to-fight-covid-19/",2020-03-25,NA,2020-04-08 19:49:33
"963",2521,"Dominica","DMA",NA,"Americas","Movement restrictions","Border closure ","No","Commonwealth of Dominica shall suspend all commercial air and sea access to all non-Dominicans effective Thursday the 26th day of March 2020 and to all travellers, including Dominican citizens and residents Saturday, the 28th of March 2020, This order relates to all commercial aircraft as well as non-essential, service-oriented, pleasure craft,","Refusal to enter the country",2020-03-26,"Dominica News Online","Media","https://dominicanewsonline.com/news/homepage/homepage-carousel/positive-covid-19-cases-in-dominica-increase-to-seven/",2020-03-25,NA,2020-04-08 19:49:33
"964",2522,"Dominica","DMA",NA,"Americas","Public health measures","Introduction of quarantine policies","Yes","All individuals identified during contact tracing will be tested and placed under quarantine","Not available",2020-03-25,"Dominica News Online","Media","https://dominicanewsonline.com/news/homepage/news/ministry-of-health-reports-four-probable-additional-cases-covid-19-in-dominica/",2020-03-25,NA,2020-04-08 19:49:33
"965",2523,"Dominica","DMA",NA,"Americas","Movement restrictions","Surveillance and monitoring","Yes","The public is further advised to inform health officials in their districts of anyone not adhering to quarantine measures. Health officials can be contacted at 448-2151, 448-2156, 448-2153, 611-4325 and toll-free at 1-800-219.","Not available",2020-03-25,"Dominica News Online","Media","https://dominicanewsonline.com/news/homepage/news/ministry-of-health-reports-four-probable-additional-cases-covid-19-in-dominica/",2020-03-25,NA,2020-04-08 19:49:33
"966",2524,"Dominica","DMA",NA,"Americas","Public health measures","Awareness campaigns","No","The Ministry wishes to advise the public to exercise the usual precautionary measures for prevention of the FLU Virus as we remain in the flu season, these include proper hand washing, use of protected personal equipment (PPE), and exercising proper respiratory etiquette","Not applicable",2020-01-24,"Dominica News Online","Media","https://dominicanewsonline.com/news/homepage/ministry-of-health-statement-on-coronavirus/",2020-03-25,NA,2020-04-08 19:49:33
"967",2525,"Dominica","DMA",NA,"Americas","Public health measures","Awareness campaigns","No","The prime minister also called on the Dominican public to cease from spreading fake news as it relates to the Coronavirus.","Not available",2020-03-06,"Dominica News Online","Media","https://dominicanewsonline.com/news/homepage/homepage-carousel/pm-skerrit-calls-on-dominicans-not-to-play-partisan-politics-with-coronavirus/",2020-03-25,NA,2020-04-08 19:49:33
"968",2526,"Dominica","DMA",NA,"Americas","Movement restrictions","Surveillance and monitoring","Yes","Advanced Passenger Information System or API has been put in place at all ports of entry in Dominica. This system is a precautionary measure used to obtain information of all passengers.

He stated if anyone comes from a “hotspot” country known to have cases of the virus, they will be interviewed and arranged to be home quarantined by health officers as soon as they enter Dominica.","Not applicable",2020-03-05,"Dominica News Online","Media","https://dominicanewsonline.com/news/homepage/advanced-passenger-information-system-to-protect-ports-against-coronavirus/",2020-03-25,NA,2020-04-08 19:49:33
"969",2527,"Dominica","DMA",NA,"Americas","Public health measures","Strengthening the public health system","Yes","Health practitioners have undergone training on how to prepare for the advent of the deadly coronavirus in Dominica. A two-day training began Thursday at the Dominica-China Friendship Hospital Laboratory.","Not applicable",2020-02-15,"Dominica News Online","Media","https://dominicanewsonline.com/news/homepage/homepage-carousel/dominican-health-practitioners-undergo-training-to-face-threats-like-coronavirus/",2020-03-25,NA,2020-04-08 19:49:33
"970",2528,"Dominica","DMA",NA,"Americas","Public health measures","Strengthening the public health system","Yes","prepared laboratory to be only one in carribean capable of testing for virus","Not applicable",2020-02-11,"Dominica News Online","Media","https://dominicanewsonline.com/news/homepage/dominica-to-be-first-caribbean-country-able-to-test-for-coronavirus-according-to-health-minister/",2020-03-25,NA,2020-04-08 19:49:33
"971",2529,"Dominica","DMA",NA,"Americas","Governance and socio-economic measures","Emergency administrative structures activated or established","Yes","Government appoints national coordinator for Coronavirus pandemic","Not applicable",2020-03-16,"Dominica News Online","Media","https://dominicanewsonline.com/news/homepage/news/government-appoints-a-national-coordinator-for-coronavirus-pandemic/",2020-03-25,NA,2020-04-08 19:49:33
"972",2530,"Dominica","DMA",NA,"Americas","Public health measures","Strengthening the public health system","Yes","a separate entrance screening for suspected coronavirus (COVID-19) cases has been put in place at the Dominca-China Friendship Hospital.","Not applicable",2020-03-06,"Dominica News Online","Media","https://dominicanewsonline.com/news/homepage/news/separate-arrangements-in-place-for-coronavirus-hospital-entrance-screening-says-health-minister/",2020-03-25,NA,2020-04-08 19:49:33
"973",2531,"Dominica","DMA",NA,"Americas","Public health measures","Strengthening the public health system","No","Standpipes being installed in Roseau to facilitate hand washing in view of coronavirus","Not applicable",2020-03-20,"Dominica News Online","Media","https://dominicanewsonline.com/news/homepage/news/standpipes-being-installed-in-roseau-to-facilitate-hand-washing/",2020-03-25,NA,2020-04-08 19:49:33
"974",348,"Dominican Republic","DOM",NA,"Americas","Public health measures","Health screenings in airports and border crossings","No",NA,"Not applicable",2020-02-29,"Ministry of Foreign Affairs - Italy","Government","http://www.viaggiaresicuri.it/country/DOM",2020-03-15,NA,2020-04-08 19:49:33
"975",1474,"Dominican Republic","DOM",NA,"Americas","Movement restrictions","Border closure ","No","Air, land and sea borders closed.","Not applicable",2020-03-19,"Foreign Ministry — UK","Government","https://www.gov.uk/foreign-travel-advice/dominican-republic/coronavirus",2020-03-23,NA,2020-04-08 19:49:33
"976",1475,"Dominican Republic","DOM",NA,"Americas","Movement restrictions","International flights suspension","Yes","To and from Europe, UK, China, South Korea and Iran","Not applicable",2020-03-16,"Foreign Ministry — UK","Government","https://www.gov.uk/foreign-travel-advice/dominican-republic/coronavirus",2020-03-23,NA,2020-04-08 19:49:33
"977",1476,"Dominican Republic","DOM",NA,"Americas","Public health measures","Introduction of quarantine policies","Yes","14 days quarantine for all visitors who have been or transited through Spain, France, Italy and China during the previous two weeks","Not applicable",2020-03-14,"Ministry of Foreign Affairs — France","Government","https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/republique-dominicaine/",2020-03-23,NA,2020-04-08 19:49:33
"978",1477,"Dominican Republic","DOM",NA,"Americas","Governance and socio-economic measures","State of emergency declared","No","National state of emergency","Not applicable",2020-03-17,"Foreign Ministry — UK","Government","https://www.gov.uk/foreign-travel-advice/dominican-republic/coronavirus",2020-03-23,NA,2020-04-08 19:49:33
"979",1478,"Dominican Republic","DOM",NA,"Americas","Movement restrictions","Domestic travel restrictions","No","Individuals to limit their own movements to essential travel only","Not applicable",2020-03-19,"Foreign Ministry — UK","Government","https://www.gov.uk/foreign-travel-advice/dominican-republic/coronavirus",2020-03-23,NA,2020-04-08 19:49:33
"980",1479,"Dominican Republic","DOM",NA,"Americas","Social distancing","Limit public gatherings","No","Suspension of all events, including international and national events, sports fixtures, bars, nightclubs and cultural events. Non-essential commercial activities suspended. Restaurants to only offer takeaway and delivery services.","Not applicable",2020-03-19,"Foreign Ministry — UK","Government","https://www.gov.uk/foreign-travel-advice/dominican-republic/coronavirus",2020-03-23,NA,2020-04-08 19:49:33
"981",1480,"Dominican Republic","DOM",NA,"Americas","Social distancing","Schools closure ","No","All schools and universities suspended.","Not applicable",2020-03-19,"Foreign Ministry — UK","Government","https://www.gov.uk/foreign-travel-advice/dominican-republic/coronavirus",2020-03-23,NA,2020-04-08 19:49:33
"982",1481,"Dominican Republic","DOM",NA,"Americas","Movement restrictions","Curfews","No","Evening curfew implemented from 20 March until 3 April between the hours of 8pm and 6am. Applies to all persons in the country, except those with specific exemptions.","Fines",2020-03-20,"Foreign Ministry — UK","Government","https://www.gov.uk/foreign-travel-advice/dominican-republic/coronavirus",2020-03-23,NA,2020-04-08 19:49:33
"983",2701,"Dominican Republic","DOM",NA,"Americas","Movement restrictions","Curfews","No","Change to curfew time: new curfew between the hours of 5pm and 6am (local time)","Not available",2020-03-27,"Foreign Ministry — UK","Government","https://www.gov.uk/foreign-travel-advice/dominican-republic/coronavirus",2020-03-27,NA,2020-04-08 19:49:33
"984",2715,"Dominican Republic","DOM",NA,"Americas","Social distancing","Limit public gatherings","No","Social gatherings are prohibited in grocery stores (colmados),including the consumption of alcoholic beverages on their premises.","Not available",2020-03-23,"Foreign Ministry — UK","Government","https://www.gov.uk/foreign-travel-advice/dominican-republic/coronavirus",2020-03-27,NA,2020-04-08 19:49:33
"985",2716,"Dominican Republic","DOM",NA,"Americas","Social distancing","Limit public gatherings","No","When leaving domiciles, only one member of the family should do so and keep to social distancing standards (2 metres away from any other person).","Not available",2020-03-23,"Foreign Ministry — UK","Government","https://www.gov.uk/foreign-travel-advice/dominican-republic/coronavirus",2020-03-27,NA,2020-04-08 19:49:33
"986",2717,"Dominican Republic","DOM",NA,"Americas","Public health measures","General recommendations","No","Requested that celebrations are postponed, such as: wedding or birthdays and apply hygiene measures when leave their home, washing their hands, clothing and shoes upon returning home.","Not available",2020-03-23,"Foreign Ministry — UK","Government","https://www.gov.uk/foreign-travel-advice/dominican-republic/coronavirus",2020-03-27,NA,2020-04-08 19:49:33
"987",3734,"Dominican Republic","DOM",NA,"Americas","Movement restrictions","Domestic travel restrictions","No","Public transports are suspended between provinces.","Fines",2020-04-03,"Government — Dominican Republic","Government","https://minpre.gob.do/comunicacion/notas-de-prensa/para-lograr-descender-curva-contagios-covid-19-en-todo-el-pais-se-prohiben-viajes-al-interior-y-se-activan-comites-provinciales-y-municipal/",2020-04-03,NA,2020-04-08 19:49:33
"988",3735,"Dominican Republic","DOM",NA,"Americas","Movement restrictions","Checkpoints within the country","No","Police and military establishes checkpoints to limit inter-provincial travels.","Not available",2020-04-03,"Government — Dominican Republic","Government","https://minpre.gob.do/comunicacion/notas-de-prensa/para-lograr-descender-curva-contagios-covid-19-en-todo-el-pais-se-prohiben-viajes-al-interior-y-se-activan-comites-provinciales-y-municipal/",2020-04-03,NA,2020-04-08 19:49:33
"989",3975,"Dominican Republic","DOM",NA,"Americas","Governance and socio-economic measures","Emergency administrative structures activated or established","No","Activation of provincial centres for prevention, mitigation and response (Comités Provinciales de Prevención, Mitigación y Respuesta).","Not applicable",2020-04-03,"Government — Dominican Republic","Government","https://minpre.gob.do/comunicacion/notas-de-prensa/para-lograr-descender-curva-contagios-covid-19-en-todo-el-pais-se-prohiben-viajes-al-interior-y-se-activan-comites-provinciales-y-municipal/",2020-04-06,NA,2020-04-08 19:49:33
"990",4016,"Dominican Republic","DOM",NA,"Americas","Public health measures","Other public health measures enforced","No","Spreading of disinfectant in public spaces, starting with  San Francisco de Macorís, the national district and the province  of Santo Domingo.","Not applicable",2020-03-27,"Government — Dominican Republic","Government","https://minpre.gob.do/comunicacion/notas-de-prensa/gobierno-pone-en-marcha-plan-de-desinfeccion-de-espacios-publicos/",2020-04-06,NA,2020-04-08 19:49:33
"991",60,"Ecuador","ECU",NA,"Americas","Public health measures","Introduction of quarantine policies","Yes","Self quarantine for 14 days from people from China, Spain, France, Iran, Germany, South Korea, Italy. / Quarantine in the city of arrival.","Not applicable",2020-03-12,"Ministry of Foreign Affairs - France","Government","https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/equateur/",2020-03-14,NA,2020-04-08 19:49:33
"992",1482,"Ecuador","ECU",NA,"Americas","Governance and socio-economic measures","State of emergency declared","No","National ""State of exception""","Not applicable",2020-03-17,"Ministry of Foreign Affairs — France","Government","https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/equateur/",2020-03-23,"https://coronavirusecuador.com/acuerdos-ministeriales/",2020-04-08 19:49:33
"993",1483,"Ecuador","ECU",NA,"Americas","Lockdown","Partial lockdown","No","Stict confinement with a curfew from 9pm to 5am.","Up to detention",2020-03-17,"Ministry of Foreign Affairs — France","Government","https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/equateur/",2020-03-23,"https://coronavirusecuador.com/acuerdos-ministeriales/",2020-04-08 19:49:33
"994",1484,"Ecuador","ECU",NA,"Americas","Movement restrictions","Domestic travel restrictions","No","Suspension of all inter-provincial travels and national flights.","Not applicable",2020-03-17,"Ministry of Foreign Affairs — France","Government","https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/equateur/",2020-03-23,"https://coronavirusecuador.com/acuerdos-ministeriales/",2020-04-08 19:49:33
"995",1485,"Ecuador","ECU",NA,"Americas","Social distancing","Public services closure ","No","All public services are closed and economic activities are reduced to the minimum.","Not applicable",2020-03-17,"Ministry of Foreign Affairs — France","Government","https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/equateur/",2020-03-23,"https://coronavirusecuador.com/acuerdos-ministeriales/",2020-04-08 19:49:33
