"","id","country","iso3c","admin_level_name","region","category","measure","targeted_pop_group","comments","non_compliance","date_implemented","source","source_type","link","alternative_source","alternative source","timestamp"
"1733",2111,"Ireland","IRL",NA,"Europe","Social distancing","Limit public gatherings","No","all sporting events are cancelled, including those behind closed doors",NA,2020-03-24,"Department of the Taoiseach","Government","https://www.gov.ie/en/speech/d162df-speech-of-an-taoiseach-leo-varadkar-td-post-cabinet-statement-tuesda/",2020-03-24,NA,2020-04-08 19:49:33
"1734",2112,"Ireland","IRL",NA,"Europe","Social distancing","Limit public gatherings","No","all playgrounds and holiday/caravan parks will close",NA,2020-03-24,"Department of the Taoiseach","Government","https://www.gov.ie/en/speech/d162df-speech-of-an-taoiseach-leo-varadkar-td-post-cabinet-statement-tuesda/",2020-03-24,NA,2020-04-08 19:49:33
"1735",2113,"Ireland","IRL",NA,"Europe","Social distancing","Limit public gatherings","No","all places of worship are to restrict numbers entering at any one time to ensure adequate physical distancin",NA,2020-03-24,"Department of the Taoiseach","Government","https://www.gov.ie/en/speech/d162df-speech-of-an-taoiseach-leo-varadkar-td-post-cabinet-statement-tuesda/",2020-03-24,NA,2020-04-08 19:49:33
"1736",2114,"Ireland","IRL",NA,"Europe","Social distancing","Limit public gatherings","No","all organised social indoor and outdoor events of any size are not to take place",NA,2020-03-24,"Department of the Taoiseach","Government","https://www.gov.ie/en/speech/d162df-speech-of-an-taoiseach-leo-varadkar-td-post-cabinet-statement-tuesda/",2020-03-24,NA,2020-04-08 19:49:33
"1737",2115,"Ireland","IRL",NA,"Europe","Social distancing","Limit public gatherings","No","individuals should work from home unless attendance at workplace is absolutely essential.",NA,2020-03-24,"Department of the Taoiseach","Government","https://www.gov.ie/en/speech/d162df-speech-of-an-taoiseach-leo-varadkar-td-post-cabinet-statement-tuesda/",2020-03-24,NA,2020-04-08 19:49:33
"1738",2116,"Ireland","IRL",NA,"Europe","Social distancing","Limit public gatherings","No","Social gatherings of individuals outdoors should be no more than four persons, unless all are from the same household.",NA,2020-03-24,"Department of the Taoiseach","Government","https://www.gov.ie/en/speech/d162df-speech-of-an-taoiseach-leo-varadkar-td-post-cabinet-statement-tuesda/",2020-03-24,NA,2020-04-08 19:49:33
"1739",2117,"Ireland","IRL",NA,"Europe","Social distancing","Limit public gatherings","No","All non-essential indoor visits to other persons’ homes should be avoided.",NA,2020-03-24,"Department of the Taoiseach","Government","https://www.gov.ie/en/speech/d162df-speech-of-an-taoiseach-leo-varadkar-td-post-cabinet-statement-tuesda/",2020-03-24,NA,2020-04-08 19:49:33
"1740",2118,"Ireland","IRL",NA,"Europe","Social distancing","Limit public gatherings","No","All crowded places, including public amenities, should be avoided.",NA,2020-03-24,"Department of the Taoiseach","Government","https://www.gov.ie/en/speech/d162df-speech-of-an-taoiseach-leo-varadkar-td-post-cabinet-statement-tuesda/",2020-03-24,NA,2020-04-08 19:49:33
"1741",2119,"Ireland","IRL",NA,"Europe","Movement restrictions","Border closure ","No","All scheduled cruise ship travel will cease (thus partial border closure).",NA,2020-03-24,"Department of the Taoiseach","Government","https://www.gov.ie/en/speech/d162df-speech-of-an-taoiseach-leo-varadkar-td-post-cabinet-statement-tuesda/",2020-03-24,NA,2020-04-08 19:49:33
"1742",2138,"Ireland","IRL",NA,"Europe","Governance and socio-economic measures","Economic measures","No","The COVID Unemployment Payment is being raised to €350 a week.",NA,2020-03-24,"Department of the Taoiseach","Government","https://www.gov.ie/en/speech/d162df-speech-of-an-taoiseach-leo-varadkar-td-post-cabinet-statement-tuesda/",2020-03-24,NA,2020-04-08 19:49:33
"1743",2139,"Ireland","IRL",NA,"Europe","Governance and socio-economic measures","Economic measures","No","The COVID Illness Benefit will also increase to €350 per week and can be topped up by employers.",NA,2020-03-24,"Department of the Taoiseach","Government","https://www.gov.ie/en/speech/d162df-speech-of-an-taoiseach-leo-varadkar-td-post-cabinet-statement-tuesda/",2020-03-24,NA,2020-04-08 19:49:33
"1744",2140,"Ireland","IRL",NA,"Europe","Governance and socio-economic measures","Economic measures","No","In order to encourage employers and companies badly affected by the Emergency to keep staff on the payroll, a wage subsidy scheme will be introduced to co-fund 70% of the cost of salaries up to a maximum of €38,000 a year.",NA,2020-03-24,"Department of the Taoiseach","Government","https://www.gov.ie/en/speech/d162df-speech-of-an-taoiseach-leo-varadkar-td-post-cabinet-statement-tuesda/",2020-03-24,NA,2020-04-08 19:49:33
"1745",2142,"Ireland","IRL",NA,"Europe","Public health measures","Strengthening the public health system","No","Private hospitals will operate effectively as public hospitals under Section 38 of the Health Act for the duration of the Emergency thus adding over two thousand beds.",NA,2020-03-24,"Department of the Taoiseach","Government","https://www.gov.ie/en/speech/d162df-speech-of-an-taoiseach-leo-varadkar-td-post-cabinet-statement-tuesda/",2020-03-24,NA,2020-04-08 19:49:33
"1746",2143,"Ireland","IRL",NA,"Europe","Governance and socio-economic measures","Economic measures","No","Emergency Measures in the Public Interest Covid Bill will freeze rents and prevent eviction for the duration of the emergency.",NA,2020-03-24,"Department of the Taoiseach","Government","https://www.gov.ie/en/speech/d162df-speech-of-an-taoiseach-leo-varadkar-td-post-cabinet-statement-tuesda/",2020-03-24,NA,2020-04-08 19:49:33
"1747",2144,"Ireland","IRL",NA,"Europe","Public health measures","Strengthening the public health system","Yes","Emergency Measures in the Public Interest Covid Bill will make it easier for health care professionals to re-register and return to work and enable former members of our Defence Forces to rejoin at the rank they left.",NA,2020-03-24,"Department of the Taoiseach","Government","https://www.gov.ie/en/speech/d162df-speech-of-an-taoiseach-leo-varadkar-td-post-cabinet-statement-tuesda/",2020-03-24,NA,2020-04-08 19:49:33
"1748",2901,"Ireland","IRL",NA,"Europe","Social distancing","Public services closure ","No","All non-essential surgery, health procedures and other non-essential health services are postponed",NA,2020-03-28,"Dept of Health","Government","https://www.gov.ie/en/publication/cf9b0d-new-public-health-measures-effective-now-to-prevent-further-spread-o/",2020-03-28,NA,2020-04-08 19:49:33
"1749",2902,"Ireland","IRL",NA,"Europe","Social distancing","Limit public gatherings","No","All visits to hospitals, residential healthcare centres, other residential settings are prisons are stopped with specific exemptions on compassionate grounds",NA,2020-03-28,"Dept of Health","Government","https://www.gov.ie/en/publication/cf9b0d-new-public-health-measures-effective-now-to-prevent-further-spread-o/",2020-03-28,NA,2020-04-08 19:49:33
"1750",2903,"Ireland","IRL",NA,"Europe","Humanitarian exemption","Humanitarian exemptions","No","pharmacists are to be allowed by law to dispense medicines outside the dates spelled out in prescriptions according to their own professional judgement",NA,2020-03-28,"Dept of Health","Government","https://www.gov.ie/en/publication/cf9b0d-new-public-health-measures-effective-now-to-prevent-further-spread-o/",2020-03-28,NA,2020-04-08 19:49:33
"1751",2904,"Ireland","IRL",NA,"Europe","Governance and socio-economic measures","Emergency administrative structures activated or established","No","Manufacturers will be called on to adapt their manufacturing capacity to produce personal protective equipment (PPE), equipment, masks and other essential products for national market, including hand gels and other essential medicines and products by pharmacies",NA,2020-03-28,"Dept of Health","Government","https://www.gov.ie/en/publication/cf9b0d-new-public-health-measures-effective-now-to-prevent-further-spread-o/",2020-03-28,NA,2020-04-08 19:49:33
"1752",2905,"Ireland","IRL",NA,"Europe","Movement restrictions","Domestic travel restrictions","No","There will be a nationwide restriction on travel outside of 2 kilometres from your place of residence, except for the certain exemptions.",NA,2020-03-28,"Dept of Health","Government","https://www.gov.ie/en/publication/cf9b0d-new-public-health-measures-effective-now-to-prevent-further-spread-o/",2020-03-28,NA,2020-04-08 19:49:33
"1753",2906,"Ireland","IRL",NA,"Europe","Movement restrictions","Domestic travel restrictions","No","Public transport and passenger travel will be restricted to essential workers",NA,2020-03-28,"Dept of Health","Government","https://www.gov.ie/en/publication/cf9b0d-new-public-health-measures-effective-now-to-prevent-further-spread-o/",2020-03-28,NA,2020-04-08 19:49:33
"1754",2907,"Ireland","IRL",NA,"Europe","Movement restrictions","Domestic travel restrictions","No","Travel to Ireland's offshore islands is limited only to residents of those islands",NA,2020-03-28,"Dept of Health","Government","https://www.gov.ie/en/publication/cf9b0d-new-public-health-measures-effective-now-to-prevent-further-spread-o/",2020-03-28,NA,2020-04-08 19:49:33
"1755",2908,"Ireland","IRL",NA,"Europe","Public health measures","General recommendations","Yes","Local authorities will relax on-street parking laws to meet the travel needs of essential workers",NA,2020-03-28,"Dept of Health","Government","https://www.gov.ie/en/publication/cf9b0d-new-public-health-measures-effective-now-to-prevent-further-spread-o/",2020-03-28,NA,2020-04-08 19:49:33
"1756",2909,"Ireland","IRL",NA,"Europe","Movement restrictions","Visa restrictions","No","The arrival of personal non-national maritime leisure vessels is banned (except to exceptions as 'port in a storm').",NA,2020-03-28,"Dept of Health","Government","https://www.gov.ie/en/publication/cf9b0d-new-public-health-measures-effective-now-to-prevent-further-spread-o/",2020-03-28,NA,2020-04-08 19:49:33
"1757",2910,"Ireland","IRL",NA,"Europe","Lockdown","Partial lockdown","No","Ireland has enforced a partial lockdown. People may only leave their homes for 3 reasons: to travel to or from work if you are providing an essential service; to shop for food; to collect medical prescriptions and medical supplies and attend medical appointments; to carry out vital services like caring (including family carers); for brief individual exercise - within 2 kilometres of your house keeping 2 metres away from others for social distancing; for farming.",NA,2020-03-28,"Dept of Health","Government","https://www.gov.ie/en/news/7e0924-latest-updates-on-covid-19-coronavirus/",2020-03-28,NA,2020-04-08 19:49:33
"1758",3920,"Ireland","IRL",NA,"Europe","Movement restrictions","Surveillance and monitoring","Yes","Staff screening will start in nursing homes twice a day.",NA,2020-04-04,"Department of Health","Government","https://www.gov.ie/en/press-release/228125-minister-for-health-announces-enhanced-measures-to-support-nursing-h/",2020-04-05,NA,2020-04-08 19:49:33
"1759",3921,"Ireland","IRL",NA,"Europe","Public health measures","Testing policy","Yes","COVID-19 testing will be prioritised for nursing home staff.",NA,2020-04-04,"Department of Health","Government","https://www.gov.ie/en/press-release/228125-minister-for-health-announces-enhanced-measures-to-support-nursing-h/",2020-04-05,NA,2020-04-08 19:49:33
"1760",3922,"Ireland","IRL",NA,"Europe","Public health measures","Strengthening the public health system","Yes","The HSE will provide access to PPE, expert advice and training to nursing home staff and each nursing home will be identifying a COVID-19 lead.",NA,2020-04-04,"Department of Health","Government","https://www.gov.ie/en/press-release/228125-minister-for-health-announces-enhanced-measures-to-support-nursing-h/",2020-04-05,NA,2020-04-08 19:49:33
"1761",3923,"Ireland","IRL",NA,"Europe","Public health measures","Strengthening the public health system","No","Medical products regulations 2020 was signed allowing the electornic tranfer of a prescription to a pharmacy via an approved electronic system.",NA,2020-04-03,"Department of Health","Government","https://www.gov.ie/en/press-release/d80ca9-minister-for-health-signs-regulations-to-assist-with-prescriptions-d/",2020-04-05,NA,2020-04-08 19:49:33
